match_id,duration,win_team,score_r,score_d,skill,w1,w2,w3,w4,w5,l1,l2,l3,l4,l5
6374144607,2597,1,38,43,,Shadow Shaman,Drow Ranger,Treant Protector,Ogre Magi,Kunkka,Pudge,Riki,Lion,Bane,Leshrac
6374144613,2504,0,48,40,,Pudge,Sniper,Invoker,Bristleback,Faceless Void,Lion,Legion Commander,Mars,Weaver,Outworld Devourer
6374144615,2552,1,40,52,,Dark Willow,Jakiro,Legion Commander,Wraith King,Storm Spirit,Grimstroke,Lich,Phantom Assassin,Bristleback,Void Spirit
6374144617,1865,0,41,21,,Pudge,Spirit Breaker,Weaver,Morphling,Clinkz,Dazzle,Lion,Magnus,Luna,Rubick
6374144619,1901,1,22,28,,Snapfire,Lich,Razor,Naga Siren,Medusa,Abaddon,Wraith King,Techies,Magnus,Slark
6374144718,2189,1,13,36,,Ancient Apparition,Legion Commander,Zeus,Silencer,Bloodseeker,Dazzle,Windranger,Queen of Pain,Tidehunter,Shadow Fiend
6374144719,1589,0,38,6,,Invoker,Bane,Dawnbreaker,Lifestealer,Outworld Devourer,Visage,Ogre Magi,Centaur Warrunner,Phantom Assassin,Storm Spirit
6374145401,2333,0,41,31,,Ogre Magi,Centaur Warrunner,Skywrath Mage,Drow Ranger,Storm Spirit,Pudge,Bristleback,Legion Commander,Sniper,Slark
6374145414,2013,0,46,30,,Centaur Warrunner,Weaver,Ogre Magi,Lifestealer,Invoker,Io,Techies,Pudge,Ursa,Necrophos
6374145502,2840,1,37,53,,Ogre Magi,Wraith King,Enigma,Slardar,Sniper,Phoenix,Disruptor,Phantom Assassin,Pudge,Doom
6374145916,2953,1,43,50,,Pudge,Lion,Bristleback,Invoker,Templar Assassin,Spirit Breaker,Necrophos,Mirana,Huskar,Lifestealer
6374146004,2571,0,67,29,,Lich,Ancient Apparition,Gyrocopter,Tusk,Dawnbreaker,Crystal Maiden,Visage,Venomancer,Axe,Juggernaut
6374146107,2796,0,67,47,,Pudge,Grimstroke,Faceless Void,Mars,Zeus,Bristleback,Hoodwink,Queen of Pain,Sniper,Templar Assassin
6374146803,2785,0,44,20,,Windranger,Rubick,Disruptor,Ursa,Doom,Silencer,Bounty Hunter,Nature's Prophet,Puck,Wraith King
6374146813,2153,1,22,39,,Spirit Breaker,Crystal Maiden,Slardar,Gyrocopter,Windranger,Kunkka,Bounty Hunter,Ancient Apparition,Wraith King,Necrophos
6374146814,2689,0,63,35,,Mirana,Rubick,Brewmaster,Phantom Assassin,Razor,Spirit Breaker,Ancient Apparition,Chaos Knight,Puck,Juggernaut
6374146919,3291,0,40,57,,Tinker,Anti-Mage,Viper,Zeus,Wraith King,Venomancer,Sniper,Juggernaut,Bounty Hunter,Bloodseeker
6374147700,2786,1,31,49,,Luna,Spirit Breaker,Underlord,Riki,Void Spirit,Pudge,Winter Wyvern,Ember Spirit,Legion Commander,Medusa
6374147703,3225,0,39,24,,Lina,Puck,Tidehunter,Drow Ranger,Sniper,Lion,Bane,Outworld Devourer,Night Stalker,Anti-Mage
6374147713,2238,1,30,36,,Witch Doctor,Lina,Sniper,Wraith King,Centaur Warrunner,Warlock,Pudge,Dragon Knight,Huskar,Storm Spirit
6374147802,2178,0,36,23,,Ogre Magi,Witch Doctor,Anti-Mage,Kunkka,Void Spirit,Lina,Dazzle,Tidehunter,Lifestealer,Puck
6374147803,2578,0,60,42,,Windranger,Venomancer,Crystal Maiden,Medusa,Slark,Pudge,Witch Doctor,Timbersaw,Invoker,Troll Warlord
6374147804,2077,1,22,41,,Pudge,Outworld Devourer,Hoodwink,Mirana,Weaver,Ogre Magi,Grimstroke,Juggernaut,Luna,Crystal Maiden
6374147816,2327,1,29,69,,Disruptor,Slark,Tinker,Lion,Monkey King,Rubick,Kunkka,Lich,Huskar,Anti-Mage
6374148404,4424,0,35,41,,Warlock,Marci,Jakiro,Drow Ranger,Kunkka,Underlord,Snapfire,Lich,Viper,Ursa
6374148406,2339,1,33,49,,Grimstroke,Pudge,Juggernaut,Pangolier,Outworld Devourer,Bounty Hunter,Timbersaw,Disruptor,Queen of Pain,Faceless Void
6374148407,1479,1,8,22,,Bounty Hunter,Disruptor,Razor,Outworld Devourer,Luna,Keeper of the Light,Phoenix,Sven,Abaddon,Puck
6374148408,1764,0,36,16,,Spirit Breaker,Ancient Apparition,Slark,Night Stalker,Tinker,Gyrocopter,Lion,Wraith King,Void Spirit,Chaos Knight
6374148411,2998,1,46,57,,Venomancer,Ogre Magi,Viper,Timbersaw,Silencer,Gyrocopter,Luna,Rubick,Queen of Pain,Chaos Knight
6374148414,2213,1,32,46,,Pudge,Tiny,Timbersaw,Witch Doctor,Huskar,Ogre Magi,Marci,Wraith King,Beastmaster,Outworld Devourer
6374148416,2481,0,56,38,,Invoker,Outworld Devourer,Jakiro,Earth Spirit,Bristleback,Rubick,Bane,Phantom Lancer,Shadow Fiend,Legion Commander
6374148500,3298,1,46,52,,Crystal Maiden,Puck,Void Spirit,Undying,Sven,Pudge,Shadow Demon,Silencer,Terrorblade,Queen of Pain
6374148504,1606,0,44,24,,Venomancer,Ogre Magi,Razor,Gyrocopter,Queen of Pain,Lion,Rubick,Doom,Anti-Mage,Shadow Shaman
6374148901,1957,1,30,37,,Clockwerk,Ogre Magi,Wraith King,Phantom Assassin,Tinker,Marci,Warlock,Ursa,Mars,Death Prophet
6374148911,2995,1,38,34,,Wraith King,Huskar,Axe,Winter Wyvern,Viper,Doom,Dazzle,Earthshaker,Terrorblade,Outworld Devourer
6374148915,2129,1,25,53,,Pudge,Jakiro,Ursa,Death Prophet,Riki,Legion Commander,Lion,Silencer,Slark,Lina
6374148916,2633,1,39,47,,Shadow Shaman,Oracle,Sniper,Tidehunter,Phantom Assassin,Viper,Faceless Void,Earthshaker,Puck,Sven
6374148918,2079,0,39,23,,Pudge,Lion,Huskar,Chaos Knight,Juggernaut,Outworld Devourer,Templar Assassin,Mars,Wraith King,Zeus
6374149001,3447,1,41,46,,Earthshaker,Vengeful Spirit,Legion Commander,Phantom Assassin,Outworld Devourer,Witch Doctor,Hoodwink,Bristleback,Drow Ranger,Sven
6374149003,1719,0,55,24,,Crystal Maiden,Sniper,Spirit Breaker,Shadow Demon,Spectre,Tusk,Night Stalker,Tidehunter,Phantom Assassin,Huskar
6374149008,2074,1,19,34,,Disruptor,Invoker,Spirit Breaker,Terrorblade,Ember Spirit,Marci,Mirana,Dawnbreaker,Phantom Lancer,Puck
6374149011,2300,0,34,34,,Earth Spirit,Tusk,Bloodseeker,Luna,Necrophos,Magnus,Lion,Rubick,Centaur Warrunner,Legion Commander
6374149516,2136,0,40,24,,Rubick,Juggernaut,Phoenix,Zeus,Drow Ranger,Techies,Pudge,Phantom Lancer,Sand King,Huskar
6374149600,1549,0,27,22,,Witch Doctor,Earthshaker,Wraith King,Lone Druid,Legion Commander,Lion,Clockwerk,Invoker,Weaver,Troll Warlord
6374149607,2482,1,36,36,,Grimstroke,Omniknight,Bristleback,Faceless Void,Slardar,Keeper of the Light,Ogre Magi,Juggernaut,Axe,Necrophos
6374149610,1744,1,18,37,,Tinker,Disruptor,Spirit Breaker,Luna,Medusa,Sniper,Bane,Spectre,Keeper of the Light,Skywrath Mage
6374149612,3137,1,32,59,,Void Spirit,Bloodseeker,Skywrath Mage,Tidehunter,Pudge,Earthshaker,Crystal Maiden,Witch Doctor,Lifestealer,Medusa
6374149615,1394,0,38,14,,Earth Spirit,Dark Seer,Marci,Luna,Invoker,Treant Protector,Weaver,Enigma,Morphling,Huskar
6374149706,1126,0,18,8,,Dazzle,Ember Spirit,Rubick,Luna,Slark,Pudge,Marci,Bane,Drow Ranger,Necrophos
6374150408,2946,0,39,35,,Earth Spirit,Rubick,Necrophos,Lifestealer,Riki,Undying,Earthshaker,Lion,Templar Assassin,Medusa
6374150419,1824,1,15,32,,Ogre Magi,Lich,Legion Commander,Nature's Prophet,Juggernaut,Shadow Shaman,Abaddon,Phantom Assassin,Pudge,Tinker
6374150502,1526,0,53,18,,Dark Willow,Dazzle,Rubick,Timbersaw,Juggernaut,Pudge,Grimstroke,Ogre Magi,Terrorblade,Axe
6374150503,2141,0,51,39,,Spirit Breaker,Shadow Shaman,Razor,Tinker,Lifestealer,Pudge,Jakiro,Huskar,Phantom Assassin,Templar Assassin
6374150507,2998,0,55,45,,Undying,Windranger,Ursa,Queen of Pain,Lion,Faceless Void,Void Spirit,Earth Spirit,Timbersaw,Snapfire
6374150516,2521,1,27,42,,Lion,Bounty Hunter,Luna,Tiny,Skywrath Mage,Invoker,Lich,Queen of Pain,Tidehunter,Phantom Assassin
6374150517,2174,1,24,33,,Ancient Apparition,Mirana,Tidehunter,Outworld Devourer,Phantom Assassin,Weaver,Huskar,Hoodwink,Vengeful Spirit,Juggernaut
6374150601,2257,0,42,24,,Dazzle,Hoodwink,Pangolier,Drow Ranger,Outworld Devourer,Pudge,Ancient Apparition,Weaver,Riki,Invoker
6374151313,2112,0,38,24,,Sniper,Jakiro,Brewmaster,Phantom Lancer,Death Prophet,Weaver,Ogre Magi,Wraith King,Phantom Assassin,Storm Spirit
6374151316,3428,1,53,47,,Lion,Venomancer,Witch Doctor,Faceless Void,Medusa,Ancient Apparition,Lina,Huskar,Wraith King,Zeus
6374151317,2047,0,38,22,,Silencer,Viper,Ancient Apparition,Pangolier,Abaddon,Mars,Winter Wyvern,Faceless Void,Windranger,Phoenix
6374151402,2625,0,37,34,,Weaver,Silencer,Chaos Knight,Void Spirit,Phantom Lancer,Mirana,Kunkka,Riki,Lina,Queen of Pain
6374151404,2846,0,67,40,,Night Stalker,Shadow Shaman,Rubick,Enigma,Spectre,Pudge,Storm Spirit,Sand King,Nature's Prophet,Monkey King
6374151407,1734,1,16,27,,Pudge,Treant Protector,Ancient Apparition,Phantom Assassin,Shadow Fiend,Rubick,Shadow Demon,Timbersaw,Faceless Void,Queen of Pain
6374151408,3483,0,49,51,,Mirana,Gyrocopter,Wraith King,Necrophos,Morphling,Phantom Assassin,Centaur Warrunner,Lion,Treant Protector,Tinker
6374151507,2412,0,52,15,,Bounty Hunter,Zeus,Pudge,Undying,Necrophos,Venomancer,Treant Protector,Skywrath Mage,Bristleback,Medusa
6374152206,1749,1,16,45,,Pudge,Jakiro,Storm Spirit,Mars,Alchemist,Kunkka,Shadow Demon,Earth Spirit,Luna,Invoker
6374152214,2503,0,49,51,,Pudge,Shadow Shaman,Death Prophet,Luna,Queen of Pain,Witch Doctor,Mirana,Mars,Slark,Silencer
6374152215,2092,0,50,31,,Razor,Oracle,Zeus,Tusk,Slark,Lich,Witch Doctor,Axe,Juggernaut,Lina
6374152216,1957,1,28,43,,Crystal Maiden,Riki,Nature's Prophet,Anti-Mage,Timbersaw,Bristleback,Troll Warlord,Nyx Assassin,Lion,Sniper
6374152218,1650,0,41,6,,Kunkka,Zeus,Vengeful Spirit,Drow Ranger,Centaur Warrunner,Sniper,Necrophos,Mirana,Lifestealer,Bloodseeker
6374152219,2986,0,69,42,,Queen of Pain,Techies,Spirit Breaker,Morphling,Templar Assassin,Earthshaker,Jakiro,Shadow Fiend,Riki,Legion Commander
6374152305,1520,0,23,11,,Crystal Maiden,Clockwerk,Wraith King,Monkey King,Tinker,Spirit Breaker,Bounty Hunter,Hoodwink,Tiny,Medusa
6374152307,2619,0,59,38,,Jakiro,Witch Doctor,Ursa,Rubick,Invoker,Crystal Maiden,Clockwerk,Sand King,Alchemist,Tinker
6374152400,2123,0,41,26,,Invoker,Rubick,Jakiro,Phantom Assassin,Necrophos,Treant Protector,Grimstroke,Mars,Monkey King,Shadow Fiend
6374153210,2655,1,19,61,,Faceless Void,Queen of Pain,Witch Doctor,Tusk,Disruptor,Tinker,Underlord,Juggernaut,Bristleback,Windranger
6374153211,2180,1,34,46,,Lion,Dragon Knight,Invoker,Medusa,Ursa,Witch Doctor,Juggernaut,Magnus,Ember Spirit,Earthshaker
6374153305,2332,0,33,26,,Undying,Crystal Maiden,Bristleback,Juggernaut,Storm Spirit,Enigma,Techies,Tidehunter,Mirana,Pugna
6374153308,2415,0,49,26,,Hoodwink,Disruptor,Night Stalker,Drow Ranger,Outworld Devourer,Legion Commander,Ogre Magi,Razor,Slark,Shadow Fiend
6374153315,2445,1,19,44,,Lion,Venomancer,Slardar,Storm Spirit,Wraith King,Ursa,Nature's Prophet,Sniper,Bristleback,Alchemist
6374153317,1949,1,17,52,,Bounty Hunter,Lich,Legion Commander,Phantom Assassin,Morphling,Venomancer,Lion,Necrophos,Silencer,Drow Ranger
6374153318,3709,1,48,58,,Invoker,Skywrath Mage,Mirana,Faceless Void,Timbersaw,Pangolier,Mars,Lion,Bloodseeker,Nyx Assassin
6374153402,1753,0,41,29,,Ogre Magi,Silencer,Bristleback,Phantom Lancer,Queen of Pain,Witch Doctor,Mirana,Necrophos,Juggernaut,Templar Assassin
6374153403,2213,1,43,59,,Sniper,Lich,Huskar,Lion,Juggernaut,Arc Warden,Phantom Assassin,Bloodseeker,Storm Spirit,Bristleback
6374153404,2031,1,13,47,,Silencer,Slark,Invoker,Bounty Hunter,Pudge,Monkey King,Sven,Medusa,Axe,Windranger
6374153414,2588,0,46,48,,Lion,Kunkka,Death Prophet,Faceless Void,Lina,Earthshaker,Weaver,Earth Spirit,Riki,Undying
6374153416,2573,0,47,40,,Witch Doctor,Marci,Slark,Sand King,Tinker,Mars,Mirana,Windranger,Ogre Magi,Bloodseeker
6374153418,2057,0,41,14,,Mirana,Ogre Magi,Viper,Bristleback,Phantom Lancer,Pudge,Templar Assassin,Lion,Drow Ranger,Skywrath Mage
6374154305,2119,0,22,26,,Vengeful Spirit,Chen,Bristleback,Morphling,Ogre Magi,Warlock,Hoodwink,Tiny,Luna,Outworld Devourer
6374154310,2826,1,41,46,,Dark Seer,Hoodwink,Weaver,Night Stalker,Medusa,Lion,Sniper,Bristleback,Faceless Void,Meepo
6374154315,1958,0,43,13,,Undying,Bane,Kunkka,Monkey King,Tinker,Bounty Hunter,Dazzle,Timbersaw,Sniper,Gyrocopter
6374154316,3360,1,57,74,,Rubick,Pudge,Death Prophet,Ursa,Invoker,Ogre Magi,Sand King,Hoodwink,Slark,Zeus
6374154317,2481,0,43,26,,Invoker,Pudge,Rubick,Troll Warlord,Medusa,Techies,Windranger,Necrophos,Viper,Anti-Mage
6374154502,3046,1,36,41,,Zeus,Sniper,Wraith King,Vengeful Spirit,Outworld Devourer,Troll Warlord,Ogre Magi,Venomancer,Templar Assassin,Mirana
6374154503,2080,0,53,38,,Ogre Magi,Magnus,Wraith King,Broodmother,Shadow Fiend,Razor,Weaver,Clinkz,Ember Spirit,Earthshaker
6374154506,2742,0,70,53,,Invoker,Weaver,Mars,Phoenix,Slark,Mirana,Tidehunter,Dark Willow,Riki,Snapfire
6374154507,2779,1,40,44,,Pudge,Medusa,Outworld Devourer,Juggernaut,Lion,Phantom Assassin,Witch Doctor,Tidehunter,Wraith King,Batrider
6374154515,2852,0,65,38,,Treant Protector,Earthshaker,Snapfire,Morphling,Drow Ranger,Tusk,Lion,Spirit Breaker,Bloodseeker,Lone Druid
6374154518,2026,0,57,13,,Dark Seer,Sand King,Ursa,Skywrath Mage,Underlord,Lich,Alchemist,Warlock,Bounty Hunter,Pangolier
6374155504,1981,0,50,19,,Pudge,Ogre Magi,Snapfire,Monkey King,Alchemist,Undying,Rubick,Brewmaster,Drow Ranger,Queen of Pain
6374155515,2715,0,44,22,,Warlock,Bane,Weaver,Elder Titan,Legion Commander,Drow Ranger,Razor,Dragon Knight,Treant Protector,Pugna
6374155516,2575,0,52,34,,Bristleback,Snapfire,Earthshaker,Wraith King,Morphling,Mars,Techies,Invoker,Rubick,Lifestealer
6374155517,2061,1,12,41,,Jakiro,Viper,Juggernaut,Earthshaker,Queen of Pain,Ogre Magi,Void Spirit,Lifestealer,Tinker,Slardar
6374155600,2225,0,57,38,,Vengeful Spirit,Shadow Shaman,Abaddon,Kunkka,Invoker,Leshrac,Silencer,Wraith King,Weaver,Huskar
6374155603,2187,1,35,53,,Pangolier,Shadow Shaman,Drow Ranger,Marci,Outworld Devourer,Spirit Breaker,Kunkka,Grimstroke,Phantom Assassin,Pudge
6374155608,2890,0,53,37,,Shadow Shaman,Weaver,Viper,Tiny,Necrophos,Riki,Legion Commander,Sven,Zeus,Silencer
6374155609,2242,0,49,36,,Techies,Alchemist,Snapfire,Tinker,Marci,Shadow Shaman,Rubick,Legion Commander,Weaver,Lion
6374155610,2735,0,44,39,,Jakiro,Mars,Shadow Fiend,Mirana,Bloodseeker,Spirit Breaker,Skywrath Mage,Sand King,Tinker,Faceless Void
6374155614,2016,0,33,11,,Bane,Pudge,Legion Commander,Sniper,Clinkz,Crystal Maiden,Windranger,Phantom Lancer,Puck,Kunkka
6374156601,3286,0,64,51,,Pudge,Shadow Fiend,Grimstroke,Hoodwink,Ursa,Techies,Dark Willow,Rubick,Riki,Clockwerk
6374156612,2202,0,43,15,,Invoker,Outworld Devourer,Weaver,Abaddon,Ember Spirit,Tinker,Spirit Breaker,Tidehunter,Bane,Drow Ranger
6374156617,1984,1,21,49,,Nature's Prophet,Ogre Magi,Skywrath Mage,Hoodwink,Queen of Pain,Medusa,Jakiro,Alchemist,Drow Ranger,Legion Commander
6374156701,3468,0,65,56,,Sniper,Tiny,Chaos Knight,Bounty Hunter,Lich,Slark,Wraith King,Riki,Templar Assassin,Windranger
6374156709,2534,1,33,41,,Nature's Prophet,Phantom Assassin,Razor,Faceless Void,Keeper of the Light,Shadow Demon,Kunkka,Anti-Mage,Clockwerk,Queen of Pain
6374156713,2537,0,42,32,,Crystal Maiden,Ogre Magi,Underlord,Viper,Faceless Void,Hoodwink,Lion,Legion Commander,Morphling,Sniper
6374156718,1589,0,38,17,,Shadow Shaman,Jakiro,Axe,Void Spirit,Anti-Mage,Earth Spirit,Morphling,Bloodseeker,Tusk,Legion Commander
6374157401,2066,0,45,30,,Witch Doctor,Monkey King,Legion Commander,Sand King,Morphling,Pudge,Snapfire,Skywrath Mage,Lina,Anti-Mage
6374157403,3155,0,55,51,,Dark Willow,Vengeful Spirit,Clinkz,Bristleback,Troll Warlord,Bane,Razor,Slardar,Morphling,Shadow Shaman
6374157413,2472,0,43,44,,Centaur Warrunner,Doom,Witch Doctor,Hoodwink,Ancient Apparition,Lion,Wraith King,Silencer,Dark Willow,Lifestealer
6374157414,1692,1,23,28,,Mirana,Nyx Assassin,Nature's Prophet,Weaver,Mars,Lion,Pangolier,Tidehunter,Juggernaut,Storm Spirit
6374157417,1928,0,36,29,,Nature's Prophet,Queen of Pain,Timbersaw,Ogre Magi,Lifestealer,Treant Protector,Dazzle,Axe,Pudge,Phantom Lancer
6374157501,1754,0,50,16,,Crystal Maiden,Magnus,Bristleback,Pugna,Sniper,Shadow Shaman,Marci,Lifestealer,Tinker,Slardar
6374157505,2282,0,41,39,,Storm Spirit,Bristleback,Gyrocopter,Ogre Magi,Lion,Pudge,Marci,Keeper of the Light,Nyx Assassin,Phantom Assassin
6374157511,2658,1,37,47,,Crystal Maiden,Windranger,Pangolier,Monkey King,Legion Commander,Ogre Magi,Tusk,Faceless Void,Axe,Necrophos
6374157512,2735,0,60,39,,Mars,Queen of Pain,Techies,Invoker,Riki,Lion,Earth Spirit,Hoodwink,Morphling,Alchemist
6374157513,1321,0,28,8,,Rubick,Legion Commander,Dazzle,Ursa,Pudge,Nyx Assassin,Bloodseeker,Omniknight,Invoker,Winter Wyvern
6374158311,3033,1,50,50,,Zeus,Ogre Magi,Earth Spirit,Juggernaut,Axe,Shadow Fiend,Bounty Hunter,Grimstroke,Faceless Void,Tusk
6374158312,2231,0,42,35,,Monkey King,Rubick,Crystal Maiden,Faceless Void,Puck,Pudge,Tiny,Drow Ranger,Ogre Magi,Gyrocopter
6374158314,2926,0,54,27,,Weaver,Pudge,Drow Ranger,Marci,Razor,Rubick,Underlord,Vengeful Spirit,Spectre,Templar Assassin
6374158404,2034,0,36,20,,Axe,Queen of Pain,Pudge,Drow Ranger,Shadow Shaman,Ancient Apparition,Witch Doctor,Dragon Knight,Morphling,Invoker
6374158405,1750,1,20,23,,Witch Doctor,Keeper of the Light,Faceless Void,Razor,Underlord,Sniper,Marci,Chaos Knight,Nature's Prophet,Tusk
6374158418,2663,1,45,49,,Windranger,Treant Protector,Ogre Magi,Dragon Knight,Tiny,Spirit Breaker,Chaos Knight,Nature's Prophet,Phantom Lancer,Huskar
6374158508,1941,1,25,50,,Puck,Disruptor,Phantom Assassin,Undying,Shadow Fiend,Vengeful Spirit,Rubick,Legion Commander,Queen of Pain,Faceless Void
6374159110,2085,1,34,43,,Witch Doctor,Mars,Terrorblade,Batrider,Tiny,Shadow Fiend,Rubick,Magnus,Earthshaker,Faceless Void
6374159201,3285,1,59,57,,Weaver,Earthshaker,Anti-Mage,Bristleback,Invoker,Marci,Void Spirit,Mirana,Tinker,Slark
6374159213,2444,1,30,50,,Ogre Magi,Pudge,Timbersaw,Ember Spirit,Slark,Io,Hoodwink,Sand King,Juggernaut,Queen of Pain
6374159214,1824,0,51,21,,Pudge,Nyx Assassin,Sniper,Skywrath Mage,Undying,Bloodseeker,Abaddon,Dragon Knight,Wraith King,Crystal Maiden
6374159215,2731,1,19,45,,Weaver,Bane,Legion Commander,Templar Assassin,Pangolier,Ancient Apparition,Pudge,Sven,Necrophos,Clinkz
6374159217,2710,1,23,54,,Outworld Devourer,Marci,Phoenix,Monkey King,Queen of Pain,Ogre Magi,Night Stalker,Rubick,Anti-Mage,Earth Spirit
6374159219,2609,1,36,38,,Earthshaker,Luna,Rubick,Razor,Puck,Pudge,Lion,Invoker,Magnus,Hoodwink
6374159903,3203,0,50,46,,Weaver,Lich,Legion Commander,Ursa,Batrider,Ancient Apparition,Warlock,Dawnbreaker,Viper,Faceless Void
6374160002,3180,0,50,41,,Hoodwink,Mars,Templar Assassin,Nyx Assassin,Invoker,Ancient Apparition,Spirit Breaker,Timbersaw,Tinker,Juggernaut
6374160008,2512,0,43,38,,Lich,Ogre Magi,Wraith King,Slark,Invoker,Snapfire,Tidehunter,Windranger,Undying,Bloodseeker
6374160009,2686,0,46,31,,Abaddon,Warlock,Luna,Lina,Bounty Hunter,Silencer,Invoker,Phoenix,Sniper,Bristleback
6374160012,2710,1,32,51,,Hoodwink,Witch Doctor,Timbersaw,Juggernaut,Void Spirit,Ogre Magi,Crystal Maiden,Snapfire,Lifestealer,Troll Warlord
6374160017,2548,0,49,37,,Kunkka,Jakiro,Death Prophet,Phantom Lancer,Storm Spirit,Shadow Demon,Earth Spirit,Outworld Devourer,Ogre Magi,Juggernaut
6374160018,1794,0,42,25,,Witch Doctor,Spirit Breaker,Wraith King,Lina,Riki,Jakiro,Drow Ranger,Dawnbreaker,Dark Willow,Luna
6374160701,1388,0,9,2,,Legion Commander,Windranger,Sniper,Phantom Assassin,Alchemist,Pudge,Lion,Undying,Tinker,Meepo
6374160703,2768,0,40,16,,Shadow Shaman,Sven,Elder Titan,Timbersaw,Invoker,Enchantress,Wraith King,Queen of Pain,Clinkz,Necrophos
6374160718,1318,0,25,15,,Queen of Pain,Sand King,Chaos Knight,Beastmaster,Witch Doctor,Hoodwink,Bane,Void Spirit,Slardar,Silencer
6374160801,1703,1,11,44,,Keeper of the Light,Pudge,Wraith King,Invoker,Slark,Phoenix,Enchantress,Viper,Tusk,Visage
6374160802,2689,1,20,43,,Treant Protector,Void Spirit,Juggernaut,Snapfire,Tidehunter,Phoenix,Lion,Phantom Assassin,Razor,Invoker
6374160811,1926,1,27,49,,Pudge,Bristleback,Ogre Magi,Bloodseeker,Drow Ranger,Treant Protector,Spirit Breaker,Sniper,Luna,Lycan
6374160813,1645,0,28,13,,Void Spirit,Dark Willow,Rubick,Wraith King,Sand King,Mirana,Shadow Shaman,Queen of Pain,Doom,Chaos Knight
6374162506,2470,1,34,36,,Disruptor,Anti-Mage,Dark Seer,Omniknight,Templar Assassin,Pudge,Grimstroke,Zeus,Troll Warlord,Ember Spirit
6374162514,1772,0,46,13,,Lich,Enchantress,Magnus,Outworld Devourer,Anti-Mage,Spirit Breaker,Grimstroke,Winter Wyvern,Wraith King,Queen of Pain
6374163300,2046,1,31,37,,Legion Commander,Shadow Shaman,Dawnbreaker,Phoenix,Drow Ranger,Mirana,Shadow Fiend,Shadow Demon,Chaos Knight,Luna
6374163301,2311,0,38,26,,Spirit Breaker,Ogre Magi,Lion,Medusa,Queen of Pain,Windranger,Phantom Assassin,Skywrath Mage,Legion Commander,Shadow Shaman
6374163404,1643,0,30,14,,Witch Doctor,Shadow Fiend,Treant Protector,Night Stalker,Faceless Void,Lion,Mars,Viper,Legion Commander,Lifestealer
6374163407,2041,0,30,28,,Ogre Magi,Necrophos,Lifestealer,Anti-Mage,Clinkz,Vengeful Spirit,Skywrath Mage,Phantom Assassin,Spectre,Monkey King
6374164210,2738,1,40,69,,Invoker,Skywrath Mage,Legion Commander,Techies,Ursa,Pudge,Lion,Phantom Assassin,Chaos Knight,Lina
6374164217,3349,0,62,37,,Weaver,Techies,Spectre,Necrophos,Viper,Snapfire,Lion,Underlord,Templar Assassin,Queen of Pain
6374164219,2868,1,34,59,,Disruptor,Void Spirit,Naga Siren,Skywrath Mage,Sand King,Lion,Treant Protector,Monkey King,Centaur Warrunner,Tinker
6374164307,3006,0,50,47,,Crystal Maiden,Earth Spirit,Windranger,Slark,Medusa,Bounty Hunter,Leshrac,Faceless Void,Abaddon,Puck
6374164309,2085,0,40,19,,Spirit Breaker,Storm Spirit,Arc Warden,Bounty Hunter,Grimstroke,Lion,Keeper of the Light,Drow Ranger,Bristleback,Morphling
6374164315,1657,0,46,19,,Templar Assassin,Grimstroke,Juggernaut,Tusk,Sniper,Treant Protector,Silencer,Razor,Huskar,Bristleback
6374164316,2773,1,37,45,,Windranger,Nyx Assassin,Faceless Void,Underlord,Templar Assassin,Spirit Breaker,Riki,Rubick,Centaur Warrunner,Huskar
6374164318,4238,1,35,74,,Invoker,Disruptor,Monkey King,Clockwerk,Phantom Assassin,Underlord,Io,Enigma,Anti-Mage,Shadow Fiend
6374165303,1534,0,34,8,,Io,Ogre Magi,Ursa,Dawnbreaker,Monkey King,Jakiro,Pudge,Tiny,Timbersaw,Slark
6374165309,3314,1,54,61,,Mirana,Snapfire,Juggernaut,Disruptor,Magnus,Shadow Shaman,Kunkka,Gyrocopter,Viper,Puck
6374165310,2001,0,31,9,,Keeper of the Light,Venomancer,Phantom Assassin,Outworld Devourer,Alchemist,Rubick,Silencer,Centaur Warrunner,Drow Ranger,Lina
6374165406,2787,1,26,34,,Earthshaker,Legion Commander,Keeper of the Light,Gyrocopter,Phantom Lancer,Mirana,Abaddon,Alchemist,Drow Ranger,Axe
6374166001,2477,1,32,44,,Jakiro,Enigma,Troll Warlord,Centaur Warrunner,Viper,Marci,Skywrath Mage,Sniper,Tinker,Medusa
6374166009,2425,0,45,28,,Beastmaster,Windranger,Witch Doctor,Ursa,Invoker,Warlock,Axe,Luna,Shadow Fiend,Omniknight
6374166012,2092,1,22,47,,Dazzle,Centaur Warrunner,Queen of Pain,Juggernaut,Bounty Hunter,Marci,Ember Spirit,Axe,Drow Ranger,Lich
6374166013,2805,0,53,56,,Earthshaker,Templar Assassin,Lion,Magnus,Storm Spirit,Pudge,Lich,Marci,Earth Spirit,Phantom Assassin
6374166110,2251,1,30,39,,Treant Protector,Centaur Warrunner,Wraith King,Dazzle,Lion,Crystal Maiden,Pudge,Spirit Breaker,Void Spirit,Weaver
6374166119,2276,0,52,25,,Pudge,Anti-Mage,Slardar,Sniper,Axe,Weaver,Dark Willow,Tidehunter,Lina,Windranger
6374167007,2636,1,33,44,,Winter Wyvern,Windranger,Outworld Devourer,Spectre,Tinker,Jakiro,Legion Commander,Pugna,Silencer,Anti-Mage
